X,O,pred,diff
…,O,O,0
RT,O,O,0
@USER1664,O,O,0
:,O,O,0
Got,O,O,0
ta,O,O,0
respect,O,O,0
Laremy,PER,PER,0
Tunsil,PER,PER,0
tweeting,O,O,0
out,O,O,0
how,O,O,0
strong,O,O,0
his,O,O,0
lungs,O,O,0
are,O,O,0
10,O,O,0
minutes,O,O,0
before,O,O,0
he,O,O,0
gets,O,O,0
drafted,O,O,0
URL1101,O,O,0
…,O,O,0
@USER723,O,O,0
act,O,O,0
u,O,O,0
prob,O,O,0
right,O,O,0
bc,O,O,0
my,O,O,0
trip,O,O,0
next,O,O,0
year,O,O,0
is,O,O,0
gon,O,O,0
na,O,O,0
cost,O,O,0
like,O,O,0
10,O,O,0
k,O,O,0
⚡️,O,O,0
“,O,O,0
Michelle,PER,PER,0
Obama,PER,PER,0
brought,O,O,0
down,O,O,0
the,O,O,0
DNC,ORG,ORG,0
house,O,O,0
”,O,O,0
URL864,O,O,0
RT,O,O,0
@USER1692,O,O,0
:,O,O,0
@USER1674,O,O,0
I,O,O,0
was,O,O,0
thinking,O,O,0
the,O,O,0
same,O,O,0
thing,O,O,0
Amazon,MISC,MISC,0
Kindle,MISC,MISC,0
3,MISC,MISC,0
keyboard,O,O,0
.,O,O,0
D00901,O,O,0
.,O,O,0
Never,O,O,0
Used,O,O,0
Still,O,O,0
In,O,O,0
Plastic,O,O,0
-,O,O,0
Bid,O,O,0
Now,O,O,0
!,O,O,0
Only,O,O,0
$,O,O,0
27.01,O,O,0
URL676,O,O,0
URL555,O,O,0
RT,O,O,0
@USER1415,O,O,0
:,O,O,0
I,O,O,0
'd,O,O,0
talk,O,O,0
about,O,O,0
how,O,O,0
ZTD,O,O,0
came,O,O,0
out,O,O,0
or,O,O,0
how,O,O,0
Sigma,O,ORG,1
's,O,O,0
one,O,O,0
can,O,O,0
be,O,O,0
folded,O,O,0
up,O,O,0
.,O,O,0
[,O,O,0
Sat,O,O,0
July,O,O,0
2,O,O,0
3:45,O,O,0
pm,O,O,0
-,O,O,0
4:45,O,O,0
pm,O,O,0
],O,O,0
[,O,O,0
Place,O,O,0
:,O,O,0
408,O,O,0
AB,O,O,0
],O,O,0
I,O,O,0
hope,O,O,0
…,O,O,0
Book,O,O,0
release,O,O,0
news,O,O,0
",",O,O,0
and,O,O,0
enter,O,O,0
to,O,O,0
win,O,O,0
a,O,O,0
$,O,O,0
25,O,O,0
Amazon,ORG,ORG,0
gift,O,O,0
card,O,O,0
!,O,O,0
URL442,O,O,0
#ya,O,O,0
#scifi,O,O,0
#mystery,O,O,0
Eagles,ORG,ORG,0
of,ORG,O,1
Death,ORG,O,1
Metal,ORG,O,1
return,O,O,0
:,O,O,0
',O,O,0
Much,O,O,0
more,O,O,0
than,O,O,0
a,O,O,0
show,O,O,0
',O,O,0
URL732,O,O,0
URL480,O,O,0
San,ORG,LOC,1
Miguel,ORG,LOC,1
",",O,O,0
Telstra,ORG,ORG,0
talks,O,O,0
break,O,O,0
down,O,O,0
URL667,O,O,0
#Jesus,O,O,0
is,O,O,0
not,O,O,0
a,O,O,0
part,O,O,0
time,O,O,0
Lord,PER,PER,0
.,O,O,0
Amen,O,O,0
Today,O,O,0
is,O,O,0
the,O,O,0
last,O,O,0
day,O,O,0
I,O,O,0
ask,O,O,0
my,O,O,0
boyfriend,O,O,0
to,O,O,0
do,O,O,0
any,O,O,0
prep,O,O,0
work,O,O,0
for,O,O,0
dinner,O,O,0
.,O,O,0
Boy,O,O,0
do,O,O,0
n't,O,O,0
know,O,O,0
how,O,O,0
to,O,O,0
season,O,O,0
anything,O,O,0
RT,O,O,0
@USER707,O,O,0
:,O,O,0
Take,O,O,0
some,O,O,0
time,O,O,0
today,O,O,0
and,O,O,0
thank,O,O,0
God,PER,PER,0
for,O,O,0
sending,O,O,0
his,O,O,0
Son,O,PER,1
Jesus,PER,PER,0
so,O,O,0
that,O,O,0
our,O,O,0
sins,O,O,0
could,O,O,0
be,O,O,0
forgiven,O,O,0
and,O,O,0
we,O,O,0
can,O,O,0
be,O,O,0
free,O,O,0
.,O,O,0
#goodfr,O,O,0
…,O,O,0
RT,O,O,0
@USER1786,O,O,0
:,O,O,0
Arheologist,O,O,0
prof.,O,O,0
Diana,PER,PER,0
Gergova,PER,PER,0
shows,O,O,0
newly,O,O,0
discovered,O,O,0
mystical,O,O,0
...,O,O,0
#velingrad,O,O,0
URL1635,O,O,0
RT,O,O,0
@USER1596,O,O,0
:,O,O,0
SLIM,O,O,0
THICK,O,O,0
W,O,O,0
YO,O,O,0
CUTE,O,O,0
AH,O,O,0
@USER1528,O,O,0
URL579,O,O,0
RT,O,O,0
@USER186,O,O,0
:,O,O,0
These,O,O,0
Failed,O,O,0
Tattoos,O,O,0
Are,O,O,0
Just,O,O,0
Absolutely,O,O,0
Hilarious,O,O,0
…,O,O,0
It,O,O,0
Will,O,O,0
Make,O,O,0
You,O,O,0
Cry,O,O,0
with,O,O,0
Laughter,O,O,0
URL328,O,O,0
URL223,O,O,0
…,O,O,0
RT,O,O,0
@USER950,O,O,0
:,O,O,0
I,O,O,0
'm,O,O,0
a,O,O,0
failure,O,O,0
.,O,O,0
Allah,PER,PER,0
is,O,O,0
my,O,O,0
forgiver,O,O,0
.,O,O,0
I,O,O,0
'm,O,O,0
a,O,O,0
sinner,O,O,0
.,O,O,0
Allah,PER,PER,0
is,O,O,0
my,O,O,0
savior,O,O,0
.,O,O,0
I,O,O,0
'm,O,O,0
broken,O,O,0
.,O,O,0
Allah,PER,PER,0
is,O,O,0
healer,O,O,0
.,O,O,0
Great,O,O,0
thanks,O,O,0
to,O,O,0
@USER2580,O,O,0
for,O,O,0
allowing,O,O,0
me,O,O,0
to,O,O,0
announce,O,O,0
a,O,O,0
great,O,O,0
night,O,O,0
of,O,O,0
fights,O,O,0
at,O,O,0
the,O,O,0
@USER1942,O,O,0
.,O,O,0
Hope,O,O,0
to,O,O,0
be,O,O,0
back,O,O,0
soon,O,O,0
.,O,O,0
RT,O,O,0
@USER262,O,O,0
:,O,O,0
#JESUS,O,O,0
Said,O,O,0
",",O,O,0
Before,O,O,0
Abraham,PER,PER,0
Was,O,PER,1
",",O,O,0
"""",O,O,0
I,O,O,0
AM,O,O,0
!,O,O,0
"""",O,O,0
In,O,O,0
John,MISC,PER,1
's,MISC,O,1
Gospel,MISC,O,1
",",O,O,0
Jesus,PER,PER,0
said,O,O,0
",",O,O,0
"""",O,O,0
I,O,MISC,1
AM,O,MISC,1
"""",O,MISC,1
7,O,MISC,1
Different,O,MISC,1
Times,O,MISC,1
.,O,O,0
Ch.,O,O,0
6,O,O,0
",",O,O,0
8,O,O,0
",",O,O,0
10,O,O,0
",",O,O,0
11,O,O,0
",",O,O,0
15,O,O,0
URL218,O,O,0
…,O,O,0
He,O,O,0
'll,O,O,0
always,O,O,0
come,O,O,0
back,O,O,0
home,O,O,0
cause,O,O,0
I,O,O,0
'm,O,O,0
his,O,O,0
backbone,O,O,0
😏,O,O,0
Seven,O,O,0
hours,O,O,0
of,O,O,0
video,O,O,0
show,O,O,0
changes,O,O,0
in,O,O,0
accused,O,O,0
Tochigi,LOC,PER,1
killer,O,O,0
's,O,O,0
demeanor,O,O,0
URL691,O,O,0
@USER1568,O,O,0
lol,O,O,0
where,O,O,0
Uu,O,O,0
wan,O,O,0
na,O,O,0
go,O,O,0
Pee,O,O,0
?,O,O,0
😂😂,O,O,0
Dealing,O,O,0
With,O,O,0
Erectile,O,O,0
Dysfunction,O,O,0
URL892,O,O,0
@USER755,O,O,0
let,O,O,0
's,O,O,0
fuckin,O,O,0
go,O,O,0
@USER1264,O,O,0
"""",O,O,0
WHERE,O,O,0
!?,O,O,0
"""",O,O,0
Quickly,O,O,0
looks,O,O,0
around,O,O,0
for,O,O,0
the,O,O,0
Pichu,MISC,O,1
.,O,O,0
"""",O,O,0
WHERE,O,O,0
IS,O,O,0
IT,O,O,0
!?,O,O,0
"""",O,O,0
Not,O,O,0
looking,O,O,0
forward,O,O,0
to,O,O,0
going,O,O,0
back,O,O,0
to,O,O,0
work,O,O,0
tomorrow,O,O,0
RT,O,O,0
@USER1344,O,O,0
:,O,O,0
Ordering,O,O,0
Wine,O,O,0
at,O,O,0
a,O,O,0
Restaurant,O,O,0
:,O,O,0
The,O,O,0
Cheat,O,O,0
Sheet,O,O,0
URL1277,O,O,0
#wine,O,O,0
#winelovers,O,O,0
#food,O,O,0
URL1136,O,O,0
RT,O,O,0
@USER1138,O,O,0
:,O,O,0
"""",O,O,0
You,O,O,0
say,O,O,0
you,O,O,0
want,O,O,0
a,O,O,0
Revolution,O,O,0
...,O,O,0
"""",O,O,0
Hell,O,O,0
yeah,O,O,0
!!!,O,O,0
#Beatles,O,O,0
#FeelTheBern,O,O,0
#NYPrimary,O,O,0
URL624,O,O,0
@USER23,O,O,0
break,O,O,0
the,O,O,0
plans,O,O,0
we,O,O,0
had,O,O,0
before,O,O,0
let,O,O,0
's,O,O,0
be,O,O,0
unpredictable,O,O,0
RT,O,O,0
@USER1360,O,O,0
:,O,O,0
she,O,O,0
'll,O,O,0
show,O,O,0
you,O,O,0
the,O,O,0
world,O,O,0
through,O,O,0
her,O,O,0
eyes,O,O,0
URL741,O,O,0
The,O,O,0
Initial,O,O,0
step,O,O,0
For,O,O,0
Internet,O,O,0
marketing,O,O,0
Success,O,O,0
URL1553,O,O,0
RT,O,O,0
@USER692,O,O,0
:,O,O,0
We,O,O,0
can,O,O,0
live,O,O,0
with,O,O,0
the,O,O,0
confidence,O,O,0
that,O,O,0
all,O,O,0
of,O,O,0
our,O,O,0
sins,O,O,0
have,O,O,0
been,O,O,0
washed,O,O,0
away,O,O,0
.,O,O,0
That,O,O,0
’s,O,O,0
the,O,O,0
power,O,O,0
of,O,O,0
the,O,O,0
blood,O,O,0
.,O,O,0
Getting,O,O,0
ready,O,O,0
...,O,O,0
@,O,O,0
Pasco,LOC,LOC,0
Ephesus,LOC,LOC,0
Seventh,LOC,LOC,0
-,LOC,O,1
day,LOC,O,1
Adventist,LOC,LOC,0
Church,LOC,LOC,0
URL823,O,O,0
RT,O,O,0
@USER1823,O,O,0
:,O,O,0
rebecca,PER,PER,0
mader,PER,PER,0
is,O,O,0
so,O,O,0
hot,O,O,0
.,O,O,0
RT,O,O,0
@USER466,O,O,0
:,O,O,0
How,O,O,0
modern,O,O,0
day,O,O,0
learning,O,O,0
is,O,O,0
evolving,O,O,0
thanks,O,O,0
to,O,O,0
new,O,O,0
tech,O,O,0
:,O,O,0
URL362,O,O,0
#edtech,O,O,0
#onlinelearning,O,O,0
#elearning,O,O,0
URL220,O,O,0
…,O,O,0
RT,O,O,0
@USER2367,O,O,0
:,O,O,0
If,O,O,0
I,O,O,0
do,O,O,0
n't,O,O,0
fwy,O,O,0
and,O,O,0
your,O,O,0
bringing,O,O,0
up,O,O,0
my,O,O,0
name,O,O,0
bitch,O,O,0
you,O,O,0
are,O,O,0
BOTHERED,O,O,0
and,O,O,0
ima,O,O,0
keep,O,O,0
it,O,O,0
real,O,O,0
😂😂💯,O,O,0
The,O,O,0
Fight,O,O,0
Between,O,O,0
Bernie,PER,PER,0
Sanders,PER,PER,0
And,O,O,0
Hillary,PER,PER,0
Clinton,PER,PER,0
Is,O,O,0
Officially,O,O,0
Super,O,O,0
Ugly,O,O,0
.,O,O,0
Very,O,O,0
good,O,O,0
read,O,O,0
.,O,O,0
URL1141,O,O,0
No,O,O,0
emergency,O,O,0
budget,O,O,0
",",O,O,0
no,O,O,0
activating,O,O,0
article,MISC,O,1
50,MISC,O,1
",",O,O,0
no,O,O,0
plan,O,O,0
-,O,O,0
if,O,O,0
this,O,O,0
was,O,O,0
#Labour,O,O,0
in,O,O,0
govt,O,O,0
#Murdoch,O,O,0
&,O,O,0
the,O,O,0
rest,O,O,0
would,O,O,0
be,O,O,0
fomenting,O,O,0
a,O,O,0
#coup,O,O,0
RT,O,O,0
@USER1238,O,O,0
:,O,O,0
Showing,O,O,0
your,O,O,0
appreciation,O,O,0
of,O,O,0
sunshine,O,O,0
by,O,O,0
sitting,O,O,0
outside,O,O,0
",",O,O,0
tilting,O,O,0
your,O,O,0
head,O,O,0
back,O,O,0
",",O,O,0
closing,O,O,0
your,O,O,0
eyes,O,O,0
and,O,O,0
pretending,O,O,0
to,O,O,0
be,O,O,0
…,O,O,0
God,O,O,0
why,O,O,0
these,O,O,0
kind,O,O,0
of,O,O,0
people,O,O,0
are,O,O,0
still,O,O,0
exist,O,O,0
.,O,O,0
They,O,O,0
annoyed,O,O,0
me,O,O,0
so,O,O,0
much,O,O,0
.,O,O,0
I,O,O,0
swear,O,O,0
.,O,O,0
🙃✋🏼🙂,O,O,0
#SouthBelfast,O,O,0
:,O,O,0
traffic,O,O,0
busy,O,O,0
Saintfield,LOC,LOC,0
Road,LOC,LOC,0
from,O,O,0
Rosetta,LOC,LOC,0
towards,O,O,0
Annadale,LOC,LOC,0
Avenue,LOC,LOC,0
/,O,O,0
Forestside,LOC,LOC,0
countrybound,O,O,0
Ecigs,O,O,0
are,O,O,0
the,O,O,0
febreze,O,O,0
for,O,O,0
leesville,LOC,O,1
bathrooms,O,O,0
🙄,O,O,0
RT,O,O,0
@USER449,O,O,0
:,O,O,0
Any,O,O,0
liberal,MISC,O,1
who,O,O,0
thinks,O,O,0
AR,O,O,0
stands,O,O,0
for,O,O,0
assault,O,O,0
rifle,O,O,0
and,O,O,0
not,O,O,0
Armalite,ORG,O,1
",",O,O,0
should,O,O,0
probably,O,O,0
STFU,O,O,0
about,O,O,0
guns,O,O,0
#filibuster,O,O,0
@USER114,O,O,0
no,O,O,0
but,O,O,0
really,O,O,0
bo1,MISC,O,1
tournaments,MISC,O,1
would,O,O,0
get,O,O,0
so,O,O,0
many,O,O,0
teams,O,O,0
it,O,O,0
would,O,O,0
be,O,O,0
so,O,O,0
much,O,O,0
fun,O,O,0
Join,O,O,0
the,O,O,0
Speedway,ORG,O,1
team,O,O,0
!,O,O,0
See,O,O,0
our,O,O,0
latest,O,O,0
#CustomerService,O,O,0
#job,O,O,0
opening,O,O,0
here,O,O,0
:,O,O,0
URL1194,O,O,0
#Greendale,O,O,0
",",O,O,0
WI,O,LOC,1
#Hiring,O,O,0
#CareerArc,O,O,0
blessed,O,O,0
URL488,O,O,0
RT,O,O,0
@USER2656,O,O,0
:,O,O,0
A,O,O,0
silly,O,O,0
dragonhardt,MISC,O,1
comic,O,O,0
before,O,O,0
bed,O,O,0
.,O,O,0
#overwatch,O,O,0
URL878,O,O,0
@USER591,O,O,0
@USER1682,O,O,0
ima,O,O,0
be,O,O,0
rude,O,O,0
but,O,O,0
not,O,O,0
enough,O,O,0
fingies,O,O,0
to,O,O,0
operate,O,O,0
it,O,O,0
RT,O,O,0
@USER2468,O,O,0
:,O,O,0
Other,O,O,0
hairstylist,O,O,0
:,O,O,0
EXO,ORG,ORG,0
is,O,O,0
doing,O,O,0
so,O,O,0
well,O,O,0
on,O,O,0
the,O,O,0
charts,O,O,0
!,O,O,0
Me,O,O,0
:,O,O,0
yeah,O,O,0
",",O,O,0
so,O,O,0
happy,O,O,0
for,O,O,0
them,O,O,0
O.H,O,O,0
:,O,O,0
is,O,O,0
EXO,ORG,O,1
famous,O,O,0
outside,O,O,0
of,O,O,0
Korea,LOC,LOC,0
?,O,O,0
Me,O,O,0
:,O,O,0
ye,O,O,0
…,O,O,0
Some,O,O,0
terrific,O,O,0
#Leadership,O,O,0
lessons,O,O,0
from,O,O,0
a,O,O,0
proven,O,O,0
#leader,O,O,0
.,O,O,0
URL323,O,O,0
@USER1681,O,O,0
I,O,O,0
promise,O,O,0
I,O,O,0
will,O,O,0
never,O,O,0
unfollow,O,O,0
you,O,O,0
!!,O,O,0
❤️😍,O,O,0
RT,O,O,0
@USER733,O,O,0
:,O,O,0
My,O,O,0
KC,LOC,O,1
Scout,O,O,0
Traffic,O,O,0
Alert,O,O,0
Cleared,O,O,0
:,O,O,0
Roadwork,O,O,0
on,O,O,0
I-470,LOC,O,1
WB,LOC,O,1
(,LOC,O,1
East,LOC,LOC,0
/,LOC,LOC,0
West,LOC,LOC,0
),O,O,0
PAST,O,O,0
DOUGLAS,LOC,O,1
ST,LOC,O,1
Message,O,O,0
#8252-14783,O,O,0
i,O,O,0
be,O,O,0
soo,O,O,0
bored,O,O,0
at,O,O,0
home,O,O,0
🙄,O,O,0
i,O,O,0
need,O,O,0
to,O,O,0
get,O,O,0
that,O,O,0
application,O,O,0
asap,O,O,0
😬💯,O,O,0
@USER1878,O,O,0
@USER344,O,O,0
you,O,O,0
really,O,O,0
deserve,O,O,0
it,O,O,0
@USER1455,O,O,0
So,O,O,0
you,O,O,0
want,O,O,0
my,O,O,0
number,O,O,0
....,O,O,0
That,O,O,0
's,O,O,0
romantic,O,O,0
AF,O,O,0
!!!,O,O,0
hahahha,O,O,0
....,O,O,0
You,O,O,0
should,O,O,0
be,O,O,0
polite,O,O,0
AF,O,O,0
when,O,O,0
asking,O,O,0
things,O,O,0
like,O,O,0
that,O,O,0
!!!,O,O,0
hahahha,O,O,0
@USER193,O,O,0
14,O,O,0
exactly,O,O,0
I,O,O,0
'm,O,O,0
waiting,O,O,0
for,O,O,0
it,O,O,0
URL514,O,O,0
@USER1567,O,O,0
this,O,O,0
is,O,O,0
the,O,O,0
funniest,O,O,0
thing,O,O,0
but,O,O,0
the,O,O,0
shirt,O,O,0
gave,O,O,0
me,O,O,0
good,O,O,0
luck,O,O,0
so,O,O,0
i,O,O,0
dunno,O,O,0
if,O,O,0
ure,O,O,0
gon,O,O,0
na,O,O,0
get,O,O,0
that,O,O,0
back,O,O,0
buddy,O,O,0
RT,O,O,0
@USER806,O,O,0
:,O,O,0
This,O,O,0
Dog,O,O,0
's,O,O,0
Face,O,O,0
Was,O,O,0
Eaten,O,O,0
By,O,O,0
Maggots,O,O,0
",",O,O,0
See,O,O,0
The,O,O,0
Transformation,O,O,0
Now,O,O,0
URL1158,O,O,0
@USER1420,O,O,0
was,O,O,0
n't,O,O,0
sure,O,O,0
if,O,O,0
you,O,O,0
posted,O,O,0
about,O,O,0
this,O,O,0
",",O,O,0
the,O,O,0
Frisco,ORG,ORG,0
Roughriders,ORG,ORG,0
are,O,O,0
wearing,O,O,0
gaming,O,O,0
themed,O,O,0
unis,O,O,0
on,O,O,0
July,O,O,0
8th,O,O,0
.,O,O,0
URL1214,O,O,0
RT,O,O,0
@USER2363,O,O,0
:,O,O,0
🐺,O,O,0
LITTLE,O,MISC,1
TEETH,O,MISC,1
RETURNS,O,O,0
3/4,O,O,0
🐹,O,O,0
written,O,O,0
by,O,O,0
@USER1900,O,O,0
art,O,O,0
by,O,O,0
me,O,O,0
!,O,O,0
ty,O,O,0
@USER551,O,O,0
@USER2459,O,O,0
URL944,O,O,0
URL219,O,O,0
…,O,O,0
@USER803,O,O,0
"""",O,O,0
If,O,O,0
it,O,O,0
's,O,O,0
with,O,O,0
you,O,O,0
then,O,O,0
I,O,O,0
do,O,O,0
n't,O,O,0
mind,O,O,0
-,O,O,0
"""",O,O,0
Try,O,O,0
this,O,O,0
Easy,O,O,0
Chicken,O,O,0
Cordon,O,O,0
Bleu,O,O,0
#recipe,O,O,0
using,O,O,0
@USER1049,O,O,0
.,O,O,0
#PerdueCrew,O,O,0
#promotion,O,O,0
-,O,O,0
URL647,O,O,0
URL249,O,O,0
RT,O,O,0
@USER59,O,O,0
:,O,O,0
Aisle,O,O,0
marking,O,O,0
tape,O,O,0
Archives,O,O,0
|,O,O,0
URL1187,O,O,0
RT,O,O,0
@USER282,O,O,0
:,O,O,0
Remember,O,O,0
when,O,O,0
you,O,O,0
lay,O,O,0
your,O,O,0
head,O,O,0
down,O,O,0
at,O,O,0
night,O,O,0
that,O,O,0
life,O,O,0
is,O,O,0
precious,O,O,0
.,O,O,0
And,O,O,0
if,O,O,0
you,O,O,0
're,O,O,0
blessed,O,O,0
enough,O,O,0
to,O,O,0
wake,O,O,0
up,O,O,0
again,O,O,0
remind,O,O,0
…,O,O,0
that,O,O,0
"""",O,O,0
what,O,O,0
'd,O,O,0
I,O,O,0
do,O,O,0
?,O,O,0
look,O,O,0
at,O,O,0
her,O,O,0
!,O,O,0
"""",O,O,0
by,O,O,0
Stecklein,PER,PER,0
",",O,O,0
lol,O,O,0
RT,O,O,0
@USER930,O,O,0
:,O,O,0
I,O,O,0
started,O,O,0
something,O,O,0
",",O,O,0
I,O,O,0
forced,O,O,0
you,O,O,0
into,O,O,0
a,O,O,0
zone,O,O,0
and,O,O,0
you,O,O,0
were,O,O,0
clearly,O,O,0
never,O,O,0
meant,O,O,0
to,O,O,0
go,O,O,0
.,O,O,0
RT,O,O,0
@USER1929,O,O,0
:,O,O,0
Philosophy,O,O,0
-,O,O,0
Cambridge,ORG,ORG,0
University,ORG,ORG,0
|,O,O,0
Psychology,O,O,0
&,O,O,0
Social,O,O,0
...,O,O,0
URL1164,O,O,0
#psychologysocialscience,O,O,0
RT,O,O,0
@USER18,O,O,0
:,O,O,0
Will,O,O,0
D,O,O,0
#French,O,O,0
#Senate,O,O,0
demand,O,O,0
FM,O,O,0
#Zarif,O,O,0
2end,O,O,0
persecution,O,O,0
of,O,O,0
Christians,MISC,MISC,0
in,O,O,0
#Iran,O,O,0
?,O,O,0
#directsenat,O,O,0
#no2rouhani,O,O,0
#FreeIran,O,O,0
URL0,O,O,0
…,O,O,0
Going,O,O,0
to,O,O,0
Dj,PER,O,1
Friday,PER,O,1
's,O,O,0
parties,O,O,0
is,O,O,0
just,O,O,0
girls,O,O,0
excuse,O,O,0
to,O,O,0
dress,O,O,0
up,O,O,0
&,O,O,0
look,O,O,0
cute,O,O,0
",",O,O,0
do,O,O,0
n't,O,O,0
even,O,O,0
enjoy,O,O,0
them,O,O,0
anymore,O,O,0
RT,O,O,0
@USER764,O,O,0
:,O,O,0
Does,O,O,0
it,O,O,0
count,O,O,0
as,O,O,0
drinking,O,O,0
alone,O,O,0
if,O,O,0
you,O,O,0
're,O,O,0
watching,O,O,0
the,O,O,0
series,O,O,0
finale,O,O,0
of,O,O,0
Buffy,MISC,MISC,0
(,O,O,0
again,O,O,0
),O,O,0
",",O,O,0
you,O,O,0
're,O,O,0
folding,O,O,0
laundry,O,O,0
and,O,O,0
your,O,O,0
cat,O,O,0
is,O,O,0
…,O,O,0
I,O,O,0
miss,O,O,0
the,O,O,0
feeling,O,O,0
of,O,O,0
you,O,O,0
missing,O,O,0
me,O,O,0
RT,O,O,0
@USER1998,O,O,0
:,O,O,0
joshua,PER,PER,0
almost,O,O,0
cried,O,O,0
so,O,O,0
vernon,PER,PER,0
rubbed,O,O,0
his,O,O,0
back,O,O,0
to,O,O,0
calm,O,O,0
him,O,O,0
down,O,O,0
omg,O,O,0
i,O,O,0
find,O,O,0
this,O,O,0
so,O,O,0
so,O,O,0
cute,O,O,0
URL1072,O,O,0
go,O,O,0
to,O,O,0
bet,O,O,0
??,O,O,0
♡,O,O,0
School,O,O,0
is,O,O,0
so,O,O,0
stressful,O,O,0
OneRepublic,ORG,ORG,0
-,O,O,0
Counting,MISC,MISC,0
Stars,MISC,MISC,0
URL681,O,O,0
via,O,O,0
@USER1490,O,O,0
These,O,O,0
mfs,O,O,0
got,O,O,0
me,O,O,0
fucked,O,O,0
up,O,O,0
if,O,O,0
they,O,O,0
think,O,O,0
they,O,O,0
bouts,O,O,0
give,O,O,0
me,O,O,0
another,O,O,0
blood,O,O,0
transfusion,O,O,0
@USER1449,O,O,0
He,O,O,0
knows,O,O,0
the,O,O,0
game,O,O,0
as,O,O,0
well,O,O,0
as,O,O,0
anybody,O,O,0
.,O,O,0
That,O,O,0
's,O,O,0
always,O,O,0
been,O,O,0
true,O,O,0
.,O,O,0
😂,O,O,0
shame,O,O,0
he,O,O,0
's,O,O,0
a,O,O,0
professional,O,O,0
wankster,O,O,0
URL506,O,O,0
really,O,O,0
cool,O,O,0
!,O,O,0
URL1011,O,O,0
The,O,O,0
best,O,O,0
is,O,O,0
the,O,O,0
enemy,O,O,0
of,O,O,0
good,O,O,0
.,O,O,0
-,O,O,0
Voltaire,PER,PER,0
#quote,O,O,0
#winwithjohn,O,O,0
RT,O,O,0
@USER891,O,O,0
:,O,O,0
@USER2114,O,O,0
well,O,O,0
",",O,O,0
I,O,O,0
happen,O,O,0
to,O,O,0
be,O,O,0
a,O,O,0
pro,O,O,0
PJ,O,O,0
",",O,O,0
did,O,O,0
n't,O,O,0
you,O,O,0
know,O,O,0
?,O,O,0
I,O,O,0
learned,O,O,0
4,O,O,0
songs,O,O,0
",",O,O,0
more,O,O,0
or,O,O,0
less,O,O,0
.,O,O,0
I,O,O,0
know,O,O,0
",",O,O,0
pretty,O,O,0
impressive,O,O,0
.,O,O,0
RT,O,O,0
@USER1158,O,O,0
:,O,O,0
Sidney,PER,PER,0
Crosby,PER,PER,0
joins,O,O,0
Joe,PER,PER,0
Sakic,PER,PER,0
as,O,O,0
only,O,O,0
players,O,O,0
in,O,O,0
history,O,O,0
with,O,O,0
Olympic,MISC,ORG,1
Gold,MISC,ORG,1
World,MISC,ORG,1
Jr.,MISC,O,1
Gold,MISC,O,1
World,MISC,O,1
Champ,MISC,O,1
Stanley,MISC,ORG,1
Cup,MISC,O,1
Hart,MISC,PER,1
Troph,MISC,PER,1
…,O,O,0
RT,O,O,0
@USER2466,O,O,0
:,O,O,0
Quick,O,O,0
subs,O,O,0
of,O,O,0
SNSD,MISC,ORG,1
cut,O,O,0
on,O,O,0
today,O,O,0
's,O,O,0
Slam,MISC,MISC,0
Dunk,MISC,MISC,0
episode,O,O,0
^^,O,O,0
[,O,O,0
ENG,O,O,0
SUB,O,O,0
],O,O,0
SNSD,MISC,ORG,1
CUT,O,ORG,1
-,O,O,0
KBS,O,O,0
SISTER,O,O,0
'S,O,O,0
SLAM,MISC,O,1
DUNK,MISC,O,1
EP7,O,O,0
URL452,O,O,0
…,O,O,0
RT,O,O,0
@USER64,O,O,0
:,O,O,0
I,O,O,0
hate,O,O,0
when,O,O,0
ppl,O,O,0
says,O,O,0
"""",O,O,0
nak,O,O,0
tanya,O,O,0
ni,O,O,0
"""",O,O,0
but,O,O,0
suddenly,O,O,0
"""",O,O,0
em,O,O,0
tade,O,O,0
pape,O,O,0
la,O,O,0
"""",O,O,0
.,O,O,0
Lol,O,O,0
I,O,O,0
'm,O,O,0
freaking,O,O,0
curious,O,O,0
abt,O,O,0
what,O,O,0
they,O,O,0
want,O,O,0
to,O,O,0
ask,O,O,0
me,O,O,0
.,O,O,0
Two,O,O,0
cars,O,O,0
hit,O,O,0
and,O,O,0
we,O,O,0
are,O,O,0
n't,O,O,0
even,O,O,0
drunk,O,O,0
yet,O,O,0
😂,O,O,0
@USER1658,O,O,0
@USER1394,O,O,0
.,O,O,0
Pablo,PER,PER,0
Sandoval,PER,PER,0
religiously,O,O,0
followed,O,O,0
the,O,O,0
El,MISC,ORG,1
Guapo,MISC,ORG,1
diet,O,O,0
and,O,O,0
exercise,O,O,0
plan,O,O,0
during,O,O,0
the,O,O,0
offseason,O,O,0
.,O,O,0
RT,O,O,0
@USER453,O,O,0
:,O,O,0
Childhood,O,MISC,1
Fantasy,O,MISC,1
Destroyed,O,MISC,1
By,O,O,0
The,O,O,0
Sinister,O,O,0
Origins,O,O,0
Of,O,O,0
These,O,O,0
15,O,O,0
Disney,ORG,ORG,0
Movies,O,O,0
!,O,O,0
URL683,O,O,0
URL1272,O,O,0
…,O,O,0
RT,O,O,0
@USER2012,O,O,0
:,O,O,0
How,O,O,0
is,O,O,0
he,O,O,0
so,O,O,0
effortlessly,O,O,0
beautiful,O,O,0
?,O,O,0
These,O,O,0
are,O,O,0
candid,O,O,0
?,O,O,0
He,O,O,0
is,O,O,0
so,O,O,0
